title,artist,peakPos,lastPos,weeks,rank,date
I Go To Extremes,Billy Joel,13,17,7,13,2/24/1990
Janie's Got A Gun,Aerosmith,4,5,14,14,2/24/1990
Too Late To Say Goodbye,Richard Marx,15,19,6,15,2/24/1990
C'mon And Get My Love,D-Mob Introducing Cathy Dennis,16,18,11,16,2/24/1990
Just A Friend,Biz Markie,17,21,6,17,2/24/1990
Love Will Lead You Back,Taylor Dayne,18,23,5,18,2/24/1990
Downtown Train,Rod Stewart,3,8,14,19,2/24/1990
Tell Me Why,Expose,9,9,12,20,2/24/1990
No Myth,Michael Penn,21,24,8,21,2/24/1990
Sometimes She Cries,Warrant,22,25,8,22,2/24/1990
I Wish It Would Rain Down,Phil Collins,23,31,4,23,2/24/1990
How Am I Supposed To Live Without You,Michael Bolton,1,14,18,24,2/24/1990
Sacrifice,Elton John,25,28,7,25,2/24/1990
Get Up! (Before The Night Is Over),Technotronic,26,30,5,26,2/24/1990
Here And Now,Luther Vandross,27,29,10,27,2/24/1990
Keep It Together,Madonna,28,34,4,28,2/24/1990
Personal Jesus,Depeche Mode,29,33,12,29,2/24/1990
I Remember You,Skid Row,6,16,15,30,2/24/1990
All Around The World,Lisa Stansfield,31,42,4,31,2/24/1990
Summer Rain,Belinda Carlisle,32,40,6,32,2/24/1990
The Deeper The Love,Whitesnake,33,39,6,33,2/24/1990
All My Life,Linda Ronstadt (Featuring Aaron Neville),34,43,3,34,2/24/1990
Pump Up The Jam,Technotronic Featuring Felly,2,26,20,35,2/24/1990
Forever,KISS,36,44,4,36,2/24/1990
Anything I Want,Kevin Paige,37,41,6,37,2/24/1990
I'll Be Your Everything,Tommy Page,38,51,2,38,2/24/1990
"Whole Wide World (From ""True Love"")",A'me Lorain,39,50,6,39,2/24/1990
Love Song,Tesla,10,35,22,40,2/24/1990
Dirty Deeds,Joan Jett,41,48,5,41,2/24/1990
Everything,Jody Watley,4,27,20,42,2/24/1990
Don't Wanna Fall In Love,Jane Child,43,53,3,43,2/24/1990
Peace In Our Time,Eddie Money,11,22,13,44,2/24/1990
A Girl Like You,The Smithereens,45,46,12,45,2/24/1990
If You Leave Me Now,Jaya,44,49,20,46,2/24/1990
Free Fallin',Tom Petty,7,32,17,47,2/24/1990
Love Me For Life,Stevie B,48,55,4,48,2/24/1990
Just Between You And Me,Lou Gramm,6,36,18,49,2/24/1990
Don't Know Much,Linda Ronstadt (Featuring Aaron Neville),2,45,22,50,2/24/1990
Back To Life,Soul II Soul,4,47,23,51,2/24/1990
Real Love,Skyy,52,54,6,52,2/24/1990
Was It Nothing At All,Michael Damian,24,38,18,53,2/24/1990
Tender Lover,Babyface,14,37,15,54,2/24/1990
You're The Only Woman,The Brat Pack,55,66,4,55,2/24/1990
I Wanna Be Rich,Calloway,56,73,3,56,2/24/1990
House Of Fire,Alice Cooper,56,56,6,57,2/24/1990
Almost Hear You Sigh,The Rolling Stones,58,67,3,58,2/24/1990
Bust A Move,Young M.C.,7,57,31,59,2/24/1990
If U Were Mine,The U-Krew,60,65,5,60,2/24/1990
Heart Of Stone,Cher,61,75,3,61,2/24/1990
Fly High Michelle,Enuff Z'Nuff,62,72,5,62,2/24/1990
The Heart Of The Matter,Don Henley,63,80,2,63,2/24/1990
Me So Horny,The 2 Live Crew,26,64,25,64,2/24/1990
Another Day In Paradise,Phil Collins,1,52,17,65,2/24/1990
Without You,Motley Crue,66,0,1,66,2/24/1990
Blue Sky Mine,Midnight Oil,67,77,2,67,2/24/1990
True Blue Love,Lou Gramm,68,96,2,68,2/24/1990
Heartbeat,Seduction,69,0,1,69,2/24/1990
Swing The Mood,Jive Bunny & The Mastermixers,11,63,18,70,2/24/1990
Blame It On The Rain,Milli Vanilli,1,61,21,71,2/24/1990
I'll Be There,"Joyce ""Fenderella"" Irby",72,78,2,72,2/24/1990
Kickstart My Heart,Motley Crue,27,58,14,73,2/24/1990
That's What I Like,Jive Bunny & The Mastermixers,69,69,4,74,2/24/1990
When The Night Comes,Joe Cocker,11,59,18,75,2/24/1990
Got To Get,Leila K With Rob 'N' Raz,76,89,2,76,2/24/1990
Walk On By,Sybil,74,74,5,77,2/24/1990
Woman In Chains,Tears For Fears,36,60,13,78,2/24/1990
Anytime,McAuley Schenker Group,79,88,2,79,2/24/1990
I'll Be Good To You,Quincy Jones Featuring Ray Charles & Chaka Khan,18,62,15,80,2/24/1990
Living In Oblivion,Anything Box,81,95,2,81,2/24/1990
Sending All My Love,Linear,82,92,2,82,2/24/1990
I Want You,Shana,40,68,21,83,2/24/1990
"Wild Women Do (From ""Pretty Woman"")",Natalie Cole,84,0,1,84,2/24/1990
You're The Voice,John Farnham,85,91,3,85,2/24/1990
Love Shack,The B-52s,3,76,26,86,2/24/1990
1/2/2003,The Chimes,86,86,4,87,2/24/1990
There's A Party Going On,Yvonne,88,97,5,88,2/24/1990
House Of Pain,Faster Pussycat,89,0,1,89,2/24/1990
Whip Appeal,Babyface,90,0,1,90,2/24/1990
Got To Have Your Love,Mantronix Featuring Wondress,91,0,1,91,2/24/1990
I'm Not Satisfied,Fine Young Cannibals,92,0,1,92,2/24/1990
Rhythm Nation,Janet Jackson,2,70,16,93,2/24/1990
Wait For You,Bonham,55,84,14,94,2/24/1990
All Nite,Entouch Featuring Keith Sweat,71,71,7,95,2/24/1990
Make It Like It Was,Regina Belle,96,0,1,96,2/24/1990
Principal's Office,Young M.C.,33,79,14,97,2/24/1990
Don't Make Me Over,Sybil,20,87,23,98,2/24/1990
I Will Survive,SaFire,53,82,11,99,2/24/1990
This One's For The Children,New Kids On The Block,7,81,16,100,2/24/1990
Escapade,Janet Jackson,1,2,7,1,3/3/1990
Dangerous,Roxette,2,3,12,2,3/3/1990
Opposites Attract,Paula Abdul (Duet With The Wild Pair),1,1,12,3,3/3/1990
Roam,The B-52s,4,6,11,4,3/3/1990
All Or Nothing,Milli Vanilli,4,4,9,5,3/3/1990
Here We Are,Gloria Estefan,6,8,12,6,3/3/1990
Price Of Love,Bad English,7,10,11,7,3/3/1990
We Can't Go Wrong,The Cover Girls,8,9,13,8,3/3/1990
Black Velvet,Alannah Myles,9,12,9,9,3/3/1990
No More Lies,Michel'le,10,11,16,10,3/3/1990
I Go To Extremes,Billy Joel,11,13,8,11,3/3/1990
Too Late To Say Goodbye,Richard Marx,12,15,7,12,3/3/1990
C'mon And Get My Love,D-Mob Introducing Cathy Dennis,13,16,12,13,3/3/1990
Just A Friend,Biz Markie,14,17,7,14,3/3/1990
Love Will Lead You Back,Taylor Dayne,15,18,6,15,3/3/1990
Two To Make It Right,Seduction,2,7,17,16,3/3/1990
What Kind Of Man Would I Be?,Chicago,5,5,14,17,3/3/1990
No Myth,Michael Penn,18,21,9,18,3/3/1990
I Wish It Would Rain Down,Phil Collins,19,23,5,19,3/3/1990
Sometimes She Cries,Warrant,20,22,9,20,3/3/1990
Get Up! (Before The Night Is Over),Technotronic,21,26,6,21,3/3/1990
Sacrifice,Elton John,22,25,8,22,3/3/1990
Keep It Together,Madonna,23,28,5,23,3/3/1990
Here And Now,Luther Vandross,24,27,11,24,3/3/1990
All Around The World,Lisa Stansfield,25,31,5,25,3/3/1990
Janie's Got A Gun,Aerosmith,4,14,15,26,3/3/1990
I'll Be Your Everything,Tommy Page,27,38,3,27,3/3/1990
Personal Jesus,Depeche Mode,28,29,13,28,3/3/1990
All My Life,Linda Ronstadt (Featuring Aaron Neville),29,34,4,29,3/3/1990
Summer Rain,Belinda Carlisle,30,32,7,30,3/3/1990
The Deeper The Love,Whitesnake,31,33,7,31,3/3/1990
Forever,KISS,32,36,5,32,3/3/1990
Downtown Train,Rod Stewart,3,19,15,33,3/3/1990
Anything I Want,Kevin Paige,34,37,7,34,3/3/1990
How Am I Supposed To Live Without You,Michael Bolton,1,24,19,35,3/3/1990
"Whole Wide World (From ""True Love"")",A'me Lorain,36,39,7,36,3/3/1990
Don't Wanna Fall In Love,Jane Child,37,43,4,37,3/3/1990
Tell Me Why,Expose,9,20,13,38,3/3/1990
Dirty Deeds,Joan Jett,39,41,6,39,3/3/1990
I Remember You,Skid Row,6,30,16,40,3/3/1990
A Girl Like You,The Smithereens,41,45,13,41,3/3/1990
Pump Up The Jam,Technotronic Featuring Felly,2,35,21,42,3/3/1990
Love Me For Life,Stevie B,43,48,5,43,3/3/1990
Love Song,Tesla,10,40,23,44,3/3/1990
If You Leave Me Now,Jaya,44,46,21,45,3/3/1990
I Wanna Be Rich,Calloway,46,56,4,46,3/3/1990
Real Love,Skyy,47,52,7,47,3/3/1990
You're The Only Woman,The Brat Pack,48,55,5,48,3/3/1990
Without You,Motley Crue,49,66,2,49,3/3/1990
Don't Know Much,Linda Ronstadt (Featuring Aaron Neville),2,50,23,50,3/3/1990
Back To Life,Soul II Soul,4,51,24,51,3/3/1990
Everything,Jody Watley,4,42,21,52,3/3/1990
Almost Hear You Sigh,The Rolling Stones,53,58,4,53,3/3/1990
Heart Of Stone,Cher,54,61,4,54,3/3/1990
Free Fallin',Tom Petty,7,47,18,55,3/3/1990
If U Were Mine,The U-Krew,56,60,6,56,3/3/1990
The Heart Of The Matter,Don Henley,57,63,3,57,3/3/1990
Was It Nothing At All,Michael Damian,24,53,19,58,3/3/1990
True Blue Love,Lou Gramm,59,68,3,59,3/3/1990
Heartbeat,Seduction,60,69,2,60,3/3/1990
Blue Sky Mine,Midnight Oil,61,67,3,61,3/3/1990
Fly High Michelle,Enuff Z'Nuff,62,62,6,62,3/3/1990
Bust A Move,Young M.C.,7,59,32,63,3/3/1990
Just Between You And Me,Lou Gramm,6,49,19,64,3/3/1990
Peace In Our Time,Eddie Money,11,44,14,65,3/3/1990
House Of Fire,Alice Cooper,56,57,7,66,3/3/1990
Sending All My Love,Linear,67,82,3,67,3/3/1990
How Can We Be Lovers,Michael Bolton,68,0,1,68,3/3/1990
Me So Horny,The 2 Live Crew,26,64,26,69,3/3/1990
Got To Get,Leila K With Rob 'N' Raz,70,76,3,70,3/3/1990
Lambada,Kaoma,71,0,1,71,3/3/1990
I'll Be There,"Joyce ""Fenderella"" Irby",72,72,3,72,3/3/1990
A Face In The Crowd,Tom Petty,73,0,1,73,3/3/1990
Anytime,McAuley Schenker Group,74,79,3,74,3/3/1990
"Wild Women Do (From ""Pretty Woman"")",Natalie Cole,75,84,2,75,3/3/1990
Living In Oblivion,Anything Box,76,81,3,76,3/3/1990
Tender Lover,Babyface,14,54,16,77,3/3/1990
Blame It On The Rain,Milli Vanilli,1,71,22,78,3/3/1990
Make It Like It Was,Regina Belle,79,96,2,79,3/3/1990
Swing The Mood,Jive Bunny & The Mastermixers,11,70,19,80,3/3/1990
Whip Appeal,Babyface,81,90,2,81,3/3/1990
You're The Voice,John Farnham,82,85,4,82,3/3/1990
Kickstart My Heart,Motley Crue,27,73,15,83,3/3/1990
When The Night Comes,Joe Cocker,11,75,19,84,3/3/1990
I Want You,Shana,40,83,22,85,3/3/1990
Another Day In Paradise,Phil Collins,1,65,18,86,3/3/1990
Got To Have Your Love,Mantronix Featuring Wondress,87,91,2,87,3/3/1990
There's A Party Going On,Yvonne,88,88,6,88,3/3/1990
House Of Pain,Faster Pussycat,89,89,2,89,3/3/1990
I'm Not Satisfied,Fine Young Cannibals,90,92,2,90,3/3/1990
That's What I Like,Jive Bunny & The Mastermixers,69,74,5,91,3/3/1990
Whatcha Gonna Do With My Lovin',Inner City,92,0,1,92,3/3/1990
I'll Be Good To You,Quincy Jones Featuring Ray Charles & Chaka Khan,18,80,16,93,3/3/1990
Walk On By,Sybil,74,77,6,94,3/3/1990
Imagination,Xymox,95,0,1,95,3/3/1990
Love Shack,The B-52s,3,86,27,96,3/3/1990
Wait For You,Bonham,55,94,15,97,3/3/1990
Woman In Chains,Tears For Fears,36,78,14,98,3/3/1990
Rhythm Nation,Janet Jackson,2,93,17,99,3/3/1990
1/2/2003,The Chimes,86,87,5,100,3/3/1990
Escapade,Janet Jackson,1,1,8,1,3/10/1990
Dangerous,Roxette,2,2,13,2,3/10/1990
Roam,The B-52s,3,4,12,3,3/10/1990
Black Velvet,Alannah Myles,4,9,10,4,3/10/1990
Price Of Love,Bad English,5,7,12,5,3/10/1990
Opposites Attract,Paula Abdul (Duet With The Wild Pair),1,3,13,6,3/10/1990
No More Lies,Michel'le,7,10,17,7,3/10/1990
Here We Are,Gloria Estefan,6,6,13,8,3/10/1990
I Go To Extremes,Billy Joel,9,11,9,9,3/10/1990
Love Will Lead You Back,Taylor Dayne,10,15,7,10,3/10/1990
C'mon And Get My Love,D-Mob Introducing Cathy Dennis,11,13,13,11,3/10/1990
Too Late To Say Goodbye,Richard Marx,12,12,8,12,3/10/1990
Just A Friend,Biz Markie,13,14,8,13,3/10/1990
We Can't Go Wrong,The Cover Girls,8,8,14,14,3/10/1990
I Wish It Would Rain Down,Phil Collins,15,19,6,15,3/10/1990
All Or Nothing,Milli Vanilli,4,5,10,16,3/10/1990
No Myth,Michael Penn,17,18,10,17,3/10/1990
All Around The World,Lisa Stansfield,18,25,6,18,3/10/1990
Get Up! (Before The Night Is Over),Technotronic,19,21,7,19,3/10/1990
Keep It Together,Madonna,20,23,6,20,3/10/1990
Sometimes She Cries,Warrant,20,20,10,21,3/10/1990
Sacrifice,Elton John,22,22,9,22,3/10/1990
I'll Be Your Everything,Tommy Page,23,27,4,23,3/10/1990
Here And Now,Luther Vandross,24,24,12,24,3/10/1990
All My Life,Linda Ronstadt (Featuring Aaron Neville),25,29,5,25,3/10/1990
Forever,KISS,26,32,6,26,3/10/1990
Don't Wanna Fall In Love,Jane Child,27,37,5,27,3/10/1990
The Deeper The Love,Whitesnake,28,31,8,28,3/10/1990
Two To Make It Right,Seduction,2,16,18,29,3/10/1990
Summer Rain,Belinda Carlisle,30,30,8,30,3/10/1990
Personal Jesus,Depeche Mode,28,28,14,31,3/10/1990
Anything I Want,Kevin Paige,32,34,8,32,3/10/1990
"Whole Wide World (From ""True Love"")",A'me Lorain,33,36,8,33,3/10/1990
What Kind Of Man Would I Be?,Chicago,5,17,15,34,3/10/1990
Love Me For Life,Stevie B,35,43,6,35,3/10/1990
Dirty Deeds,Joan Jett,36,39,7,36,3/10/1990
I Wanna Be Rich,Calloway,37,46,5,37,3/10/1990
Janie's Got A Gun,Aerosmith,4,26,16,38,3/10/1990
A Girl Like You,The Smithereens,39,41,14,39,3/10/1990
How Am I Supposed To Live Without You,Michael Bolton,1,35,20,40,3/10/1990
Downtown Train,Rod Stewart,3,33,16,41,3/10/1990
Without You,Motley Crue,42,49,3,42,3/10/1990
You're The Only Woman,The Brat Pack,43,48,6,43,3/10/1990
If You Leave Me Now,Jaya,44,45,22,44,3/10/1990
How Can We Be Lovers,Michael Bolton,45,68,2,45,3/10/1990
Heartbeat,Seduction,46,60,3,46,3/10/1990
I Remember You,Skid Row,6,40,17,47,3/10/1990
Heart Of Stone,Cher,48,54,5,48,3/10/1990
Love Song,Tesla,10,44,24,49,3/10/1990
Almost Hear You Sigh,The Rolling Stones,50,53,5,50,3/10/1990
The Heart Of The Matter,Don Henley,51,57,4,51,3/10/1990
If U Were Mine,The U-Krew,52,56,7,52,3/10/1990
True Blue Love,Lou Gramm,53,59,4,53,3/10/1990
Whip Appeal,Babyface,54,81,3,54,3/10/1990
Real Love,Skyy,47,47,8,55,3/10/1990
Don't Know Much,Linda Ronstadt (Featuring Aaron Neville),2,50,24,56,3/10/1990
Blue Sky Mine,Midnight Oil,57,61,4,57,3/10/1990
Fly High Michelle,Enuff Z'Nuff,58,62,7,58,3/10/1990
Sending All My Love,Linear,59,67,4,59,3/10/1990
Bust A Move,Young M.C.,7,63,33,60,3/10/1990
Back To Life,Soul II Soul,4,51,25,61,3/10/1990
Got To Get,Leila K With Rob 'N' Raz,62,70,4,62,3/10/1990
Pump Up The Jam,Technotronic Featuring Felly,2,42,22,63,3/10/1990
Lambada,Kaoma,64,71,2,64,3/10/1990
Tell Me Why,Expose,9,38,14,65,3/10/1990
A Face In The Crowd,Tom Petty,66,73,2,66,3/10/1990
"Wild Women Do (From ""Pretty Woman"")",Natalie Cole,67,75,3,67,3/10/1990
Make It Like It Was,Regina Belle,68,79,3,68,3/10/1990
Anytime,McAuley Schenker Group,69,74,4,69,3/10/1990
I'll Be There,"Joyce ""Fenderella"" Irby",70,72,4,70,3/10/1990
Me So Horny,The 2 Live Crew,26,69,27,71,3/10/1990
Free Fallin',Tom Petty,7,55,19,72,3/10/1990
The Secret Garden,Quincy Jones,73,0,1,73,3/10/1990
Living In Oblivion,Anything Box,74,76,4,74,3/10/1990
Was It Nothing At All,Michael Damian,24,58,20,75,3/10/1990
Everything,Jody Watley,4,52,22,76,3/10/1990
Just Between You And Me,Lou Gramm,6,64,20,77,3/10/1990
House Of Fire,Alice Cooper,56,66,8,78,3/10/1990
House Of Pain,Faster Pussycat,79,89,3,79,3/10/1990
Time After Time,Timmy T.,80,0,1,80,3/10/1990
Peace In Our Time,Eddie Money,11,65,15,81,3/10/1990
Got To Have Your Love,Mantronix Featuring Wondress,82,87,3,82,3/10/1990
Whatcha Gonna Do With My Lovin',Inner City,83,92,2,83,3/10/1990
Room At The Top,Adam Ant,84,0,1,84,3/10/1990
Imagination,Xymox,85,95,2,85,3/10/1990
The Way It Is,Tesla,86,0,1,86,3/10/1990
You're The Voice,John Farnham,82,82,5,87,3/10/1990
Bad Love,Eric Clapton,88,0,1,88,3/10/1990
Tender Lover,Babyface,14,77,17,89,3/10/1990
Blame It On The Rain,Milli Vanilli,1,78,23,90,3/10/1990
There's A Party Going On,Yvonne,88,88,7,91,3/10/1990
Have A Heart,Bonnie Raitt,92,0,1,92,3/10/1990
Hide And Seek,Pajama Party,93,0,1,93,3/10/1990
I Want You,Shana,40,85,23,94,3/10/1990
Expression,Salt-N-Pepa,95,0,1,95,3/10/1990
Advice For The Young At Heart,Tears For Fears,96,0,1,96,3/10/1990
I'm Not Satisfied,Fine Young Cannibals,90,90,3,97,3/10/1990
Swing The Mood,Jive Bunny & The Mastermixers,11,80,20,98,3/10/1990
Kickstart My Heart,Motley Crue,27,83,16,99,3/10/1990
When The Night Comes,Joe Cocker,11,84,20,100,3/10/1990
Escapade,Janet Jackson,1,1,9,1,3/17/1990
Black Velvet,Alannah Myles,2,4,11,2,3/17/1990
Roam,The B-52s,3,3,13,3,3/17/1990
Love Will Lead You Back,Taylor Dayne,4,10,8,4,3/17/1990
Price Of Love,Bad English,5,5,13,5,3/17/1990
I Go To Extremes,Billy Joel,6,9,10,6,3/17/1990
No More Lies,Michel'le,7,7,18,7,3/17/1990
I Wish It Would Rain Down,Phil Collins,8,15,7,8,3/17/1990
Just A Friend,Biz Markie,9,13,9,9,3/17/1990
C'mon And Get My Love,D-Mob Introducing Cathy Dennis,10,11,14,10,3/17/1990
Dangerous,Roxette,2,2,14,11,3/17/1990
All Around The World,Lisa Stansfield,12,18,7,12,3/17/1990
Too Late To Say Goodbye,Richard Marx,12,12,9,13,3/17/1990
I'll Be Your Everything,Tommy Page,14,23,5,14,3/17/1990
Keep It Together,Madonna,15,20,7,15,3/17/1990
No Myth,Michael Penn,16,17,11,16,3/17/1990
Get Up! (Before The Night Is Over),Technotronic,17,19,8,17,3/17/1990
Opposites Attract,Paula Abdul (Duet With The Wild Pair),1,6,14,18,3/17/1990
Sacrifice,Elton John,19,22,10,19,3/17/1990
Sometimes She Cries,Warrant,20,21,11,20,3/17/1990
Here And Now,Luther Vandross,21,24,13,21,3/17/1990
All My Life,Linda Ronstadt (Featuring Aaron Neville),22,25,6,22,3/17/1990
Forever,KISS,23,26,7,23,3/17/1990
Don't Wanna Fall In Love,Jane Child,24,27,6,24,3/17/1990
Here We Are,Gloria Estefan,6,8,14,25,3/17/1990
"Whole Wide World (From ""True Love"")",A'me Lorain,26,33,9,26,3/17/1990
We Can't Go Wrong,The Cover Girls,8,14,15,27,3/17/1990
The Deeper The Love,Whitesnake,28,28,9,28,3/17/1990
Anything I Want,Kevin Paige,29,32,9,29,3/17/1990
All Or Nothing,Milli Vanilli,4,16,11,30,3/17/1990
I Wanna Be Rich,Calloway,31,37,6,31,3/17/1990
Love Me For Life,Stevie B,32,35,7,32,3/17/1990
Without You,Motley Crue,33,42,4,33,3/17/1990
Personal Jesus,Depeche Mode,28,31,15,34,3/17/1990
Summer Rain,Belinda Carlisle,30,30,9,35,3/17/1990
How Can We Be Lovers,Michael Bolton,36,45,3,36,3/17/1990
Heartbeat,Seduction,37,46,4,37,3/17/1990
A Girl Like You,The Smithereens,38,39,15,38,3/17/1990
Whip Appeal,Babyface,39,54,4,39,3/17/1990
You're The Only Woman,The Brat Pack,40,43,7,40,3/17/1990
Two To Make It Right,Seduction,2,29,19,41,3/17/1990
Heart Of Stone,Cher,42,48,6,42,3/17/1990
The Heart Of The Matter,Don Henley,43,51,5,43,3/17/1990
If U Were Mine,The U-Krew,44,52,8,44,3/17/1990
True Blue Love,Lou Gramm,45,53,5,45,3/17/1990
Sending All My Love,Linear,46,59,5,46,3/17/1990
How Am I Supposed To Live Without You,Michael Bolton,1,40,21,47,3/17/1990
What Kind Of Man Would I Be?,Chicago,5,34,16,48,3/17/1990
Got To Get,Leila K With Rob 'N' Raz,49,62,5,49,3/17/1990
Blue Sky Mine,Midnight Oil,50,57,5,50,3/17/1990
Fly High Michelle,Enuff Z'Nuff,51,58,8,51,3/17/1990
If You Leave Me Now,Jaya,44,44,23,52,3/17/1990
Dirty Deeds,Joan Jett,36,36,8,53,3/17/1990
A Face In The Crowd,Tom Petty,54,66,3,54,3/17/1990
Almost Hear You Sigh,The Rolling Stones,50,50,6,55,3/17/1990
Lambada,Kaoma,56,64,3,56,3/17/1990
The Secret Garden,Quincy Jones,57,73,2,57,3/17/1990
"Wild Women Do (From ""Pretty Woman"")",Natalie Cole,58,67,4,58,3/17/1990
Make It Like It Was,Regina Belle,59,68,4,59,3/17/1990
What It Takes,Aerosmith,60,0,1,60,3/17/1990
Don't Know Much,Linda Ronstadt (Featuring Aaron Neville),2,56,25,61,3/17/1990
Downtown Train,Rod Stewart,3,41,17,62,3/17/1990
Nothing Compares 2 U,Sinead O'Connor,63,0,1,63,3/17/1990
Janie's Got A Gun,Aerosmith,4,38,17,64,3/17/1990
Bust A Move,Young M.C.,7,60,34,65,3/17/1990
I Remember You,Skid Row,6,47,18,66,3/17/1990
Love Song,Tesla,10,49,25,67,3/17/1990
Real Love,Skyy,47,55,9,68,3/17/1990
Love Child,Sweet Sensation,69,0,1,69,3/17/1990
Room At The Top,Adam Ant,70,84,2,70,3/17/1990
I'll Be There,"Joyce ""Fenderella"" Irby",70,70,5,71,3/17/1990
Living In Oblivion,Anything Box,72,74,5,72,3/17/1990
Anytime,McAuley Schenker Group,69,69,5,73,3/17/1990
Hold On,Wilson Phillips,74,0,1,74,3/17/1990
House Of Pain,Faster Pussycat,75,79,4,75,3/17/1990
Back To Life,Soul II Soul,4,61,26,76,3/17/1990
Whatcha Gonna Do With My Lovin',Inner City,77,83,3,77,3/17/1990
Have A Heart,Bonnie Raitt,78,92,2,78,3/17/1990
Time After Time,Timmy T.,79,80,2,79,3/17/1990
Expression,Salt-N-Pepa,80,95,2,80,3/17/1990
The Humpty Dance,Digital Underground,81,0,1,81,3/17/1990
Me So Horny,The 2 Live Crew,26,71,28,82,3/17/1990
Pump Up The Jam,Technotronic Featuring Felly,2,63,23,83,3/17/1990
The Way It Is,Tesla,84,86,2,84,3/17/1990
Hide And Seek,Pajama Party,85,93,2,85,3/17/1990
A Little Love,Corey Hart,86,0,1,86,3/17/1990
Was It Nothing At All,Michael Damian,24,75,21,87,3/17/1990
House Of Fire,Alice Cooper,56,78,9,88,3/17/1990
99 Worlds,Peter Wolf,89,0,1,89,3/17/1990
Bad Love,Eric Clapton,88,88,2,90,3/17/1990
Tell Me Why,Expose,9,65,15,91,3/17/1990
Just Between You And Me,Lou Gramm,6,77,21,92,3/17/1990
Free Fallin',Tom Petty,7,72,20,93,3/17/1990
Advice For The Young At Heart,Tears For Fears,94,96,2,94,3/17/1990
You're The Voice,John Farnham,82,87,6,95,3/17/1990
Imagination,Xymox,85,85,3,96,3/17/1990
House Of Broken Love,Great White,97,0,1,97,3/17/1990
Everything,Jody Watley,4,76,23,98,3/17/1990
There's A Party Going On,Yvonne,88,91,8,99,3/17/1990
Got To Have Your Love,Mantronix Featuring Wondress,82,82,4,100,3/17/1990
Black Velvet,Alannah Myles,1,2,12,1,3/24/1990
Love Will Lead You Back,Taylor Dayne,2,4,9,2,3/24/1990
Escapade,Janet Jackson,1,1,10,3,3/24/1990
Roam,The B-52s,3,3,14,4,3/24/1990
I Wish It Would Rain Down,Phil Collins,5,8,8,5,3/24/1990
I'll Be Your Everything,Tommy Page,6,14,6,6,3/24/1990
All Around The World,Lisa Stansfield,7,12,8,7,3/24/1990
I Go To Extremes,Billy Joel,6,6,11,8,3/24/1990
Keep It Together,Madonna,9,15,8,9,3/24/1990
Get Up! (Before The Night Is Over),Technotronic,10,17,9,10,3/24/1990
C'mon And Get My Love,D-Mob Introducing Cathy Dennis,10,10,15,11,3/24/1990
Don't Wanna Fall In Love,Jane Child,12,24,7,12,3/24/1990
No Myth,Michael Penn,13,16,12,13,3/24/1990
No More Lies,Michel'le,7,7,19,14,3/24/1990
Here And Now,Luther Vandross,15,21,14,15,3/24/1990
All My Life,Linda Ronstadt (Featuring Aaron Neville),16,22,7,16,3/24/1990
Forever,KISS,17,23,8,17,3/24/1990
Just A Friend,Biz Markie,9,9,10,18,3/24/1990
Sacrifice,Elton John,19,19,11,19,3/24/1990
Price Of Love,Bad English,5,5,14,20,3/24/1990
Dangerous,Roxette,2,11,15,21,3/24/1990
Opposites Attract,Paula Abdul (Duet With The Wild Pair),1,18,15,22,3/24/1990
"Whole Wide World (From ""True Love"")",A'me Lorain,23,26,10,23,3/24/1990
I Wanna Be Rich,Calloway,24,31,7,24,3/24/1990
Too Late To Say Goodbye,Richard Marx,12,13,10,25,3/24/1990
